LotFrontage,LotArea,OverallQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,MSSubClass_30,MSSubClass_60,MSZoning_RL,MSZoning_RM,LotShape_Reg,LotShape_IR1,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_None,ExterQual_Gd,ExterQual_TA,ExterQual_Ex,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_No,BsmtExposure_Gd,BsmtFinType1_GLQ,HeatingQC_Ex,HeatingQC_TA,CentralAir_N,Electrical_SBrkr,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,FireplaceQu_Ex,FireplaceQu_Gd,FireplaceQu_NA,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_NA,GarageFinish_Unf,GarageFinish_Fin,GarageQual_TA,GarageCond_TA,PavedDrive_Y,PavedDrive_N,SaleType_WD,SaleType_New,SaleCondition_Partial
89,12461,8,0,1456,168,1624,1624,0,1624,1,2,0,5,1,3,757,0,114,262000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
68,8935,7,95,0,831,831,831,829,1660,0,2,1,7,0,2,493,144,68,195000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
60,7500,7,0,0,994,994,1028,776,1804,0,2,1,7,1,2,442,140,60,189000,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
0,32463,4,149,1159,90,1249,1622,0,1622,1,1,0,7,1,4,1356,439,0,168000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
24,2645,8,456,0,776,776,764,677,1441,0,2,1,5,0,2,492,206,0,174000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
60,9600,5,0,0,702,702,842,630,1472,0,1,0,6,0,1,250,0,0,125000,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
0,4500,6,425,883,341,1224,1224,0,1224,1,2,0,5,0,2,402,0,304,165000,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
80,9364,6,143,371,292,663,663,689,1352,0,1,1,7,0,1,299,379,36,158000,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
51,8029,6,0,0,728,728,728,728,1456,0,2,1,8,0,2,400,100,24,176000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
58,14054,7,0,0,879,879,879,984,1863,0,2,1,9,1,3,660,100,17,219210,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1
65,8850,7,0,0,815,815,815,875,1690,0,1,0,7,1,1,225,0,0,144000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
70,9100,7,0,0,1212,1212,1212,0,1212,0,2,0,6,0,2,573,356,0,178000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
75,11235,4,51,547,504,1051,1382,0,1382,0,1,1,6,1,2,459,0,82,148000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
71,9353,4,0,0,864,864,864,0,864,0,1,0,5,0,1,280,0,0,116050,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
80,10400,7,0,0,866,866,866,913,1779,0,2,1,6,0,2,546,198,36,197900,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
50,6000,5,0,0,884,884,884,464,1348,1,1,0,5,1,1,216,0,0,117000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
75,9750,7,171,0,1630,1630,1630,0,1630,0,2,0,6,1,2,451,74,234,213000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
78,10140,5,0,788,268,1056,1074,0,1074,1,1,1,6,0,2,495,0,88,153500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
90,14684,7,234,485,1496,2158,2196,0,2196,0,2,0,7,1,3,701,84,70,271900,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,8900,4,0,1056,0,1056,1056,0,1056,1,1,0,5,0,1,384,0,42,107000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
70,9135,6,120,340,1342,1682,1700,0,1700,1,2,0,7,0,2,544,192,23,200000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
70,7763,5,0,504,319,931,1283,0,1283,1,1,0,6,0,2,506,0,0,140000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
85,10182,8,420,1220,440,1660,1660,0,1660,1,2,0,8,1,2,500,322,50,290000,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
70,11218,6,0,0,1055,1055,1055,790,1845,0,2,1,8,1,2,462,635,104,189000,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
152,12134,8,0,427,132,559,1080,672,1752,0,2,0,8,0,2,492,325,12,164000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
50,9340,4,0,344,328,672,672,0,672,1,1,0,4,0,1,234,0,113,113000,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
0,10246,4,0,648,0,648,960,0,960,1,0,0,3,0,1,364,88,0,145000,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
69,10205,5,0,784,141,925,999,0,999,1,1,0,6,0,1,300,150,72,134500,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
99,7094,5,0,180,340,894,894,0,894,0,1,0,5,0,1,384,0,0,125000,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
68,8930,6,0,0,0,0,1318,584,1902,0,2,0,8,0,2,539,0,0,112000,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
72,8640,8,72,936,364,1300,1314,0,1314,1,2,0,6,0,2,552,135,112,229456,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
52,6240,4,0,0,0,0,672,240,912,0,1,0,3,0,0,0,0,0,80500,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
21,1680,6,236,0,672,672,672,546,1218,0,1,1,7,0,0,0,201,0,91500,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
66,7800,5,0,312,0,912,912,0,912,0,1,0,5,0,1,288,0,0,115000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
55,8250,5,0,250,210,952,1211,0,1211,0,1,0,5,1,1,322,0,63,134000,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
78,10496,6,320,196,844,1040,1168,678,1846,0,2,0,7,1,1,315,0,0,143000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
89,10680,5,44,756,1380,2136,2136,0,2136,0,2,0,7,0,2,528,0,30,137900,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
60,15384,7,0,724,64,788,788,702,1490,1,2,1,8,1,2,388,100,75,184000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
65,10482,6,63,507,81,588,1138,0,1138,0,1,0,6,0,1,264,224,0,145000,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
86,14598,6,74,0,894,894,894,1039,1933,0,2,1,9,1,3,668,100,18,214000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
72,8872,5,300,595,317,912,912,0,912,1,1,0,5,0,2,576,0,240,147000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
65,8769,9,766,1540,162,1702,1702,0,1702,1,1,1,7,1,3,1052,0,72,367294,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
70,7910,5,0,666,409,1075,1507,0,1507,0,2,0,7,0,1,404,0,0,127000,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
0,18890,5,1,498,652,1361,1361,1259,2620,0,2,2,12,1,2,600,155,24,190000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
70,7728,5,120,803,303,1106,1190,0,1190,1,1,0,6,0,2,540,0,18,132500,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
70,9842,4,0,0,0,0,1224,0,1224,0,2,0,6,0,2,462,0,0,101800,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
0,12160,5,180,1000,188,1188,1188,0,1188,1,1,0,6,0,2,531,0,0,142000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
55,8525,5,0,0,940,940,1024,940,1964,0,1,1,7,0,0,0,0,192,130000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
96,13132,5,0,0,747,747,892,892,1784,0,1,1,9,0,1,180,203,40,138887,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
36,2628,7,106,0,764,764,764,862,1626,0,2,1,6,0,2,474,0,27,175500,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
41,12393,7,0,0,847,847,847,1101,1948,0,2,1,8,1,2,434,100,48,195000,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
63,13072,6,0,0,1141,1141,1141,0,1141,0,1,1,6,0,2,484,0,0,142500,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
64,9037,8,32,428,1048,1476,1484,0,1484,0,2,0,6,1,2,472,120,33,265900,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
65,8158,7,252,550,334,884,884,884,1768,1,2,1,8,0,2,543,0,63,224900,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
83,9849,7,0,0,1689,1689,1689,0,1689,0,2,0,7,0,3,954,0,56,248328,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
85,10625,7,81,885,0,1053,1173,0,1173,1,2,0,6,2,2,528,0,120,170000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,11435,8,0,0,792,792,792,725,1517,0,1,0,7,2,2,400,0,0,230000,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
78,12090,6,74,0,585,585,1140,728,1868,0,3,1,7,1,2,477,268,112,178000,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
65,8125,7,0,0,756,756,756,797,1553,0,2,1,6,0,2,615,0,45,186500,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
0,12328,6,335,539,473,1012,1034,0,1034,1,1,0,6,0,3,888,0,0,169900,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
60,9600,6,0,319,416,735,1134,924,2058,0,1,1,8,1,2,396,0,0,129500,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60,7200,5,0,534,246,876,988,0,988,0,1,0,6,0,1,276,0,80,119000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
93,11160,7,0,1065,1045,2110,2110,0,2110,1,2,1,8,2,2,522,0,0,244000,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
0,3136,7,163,0,1405,1405,1405,0,1405,0,2,0,6,1,2,478,148,36,171750,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
62,9858,5,0,510,354,864,874,0,874,1,1,0,5,0,1,288,33,0,130000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
0,17542,7,0,125,36,1192,1516,651,2167,1,2,1,9,2,2,518,220,47,294000,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
60,6931,7,92,0,746,746,760,896,1656,0,2,1,7,1,2,397,178,128,165400,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
52,6240,6,0,425,459,884,959,408,1367,0,1,0,6,1,1,560,0,0,127500,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
91,14303,8,554,1314,672,1986,1987,0,1987,1,2,0,7,1,2,691,262,36,301500,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
56,4060,5,0,0,864,864,864,0,864,0,1,0,4,0,0,0,0,96,99900,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
59,9587,7,182,655,201,856,1166,0,1166,1,2,0,5,0,2,400,212,0,190000,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
65,9750,6,0,602,14,1054,1054,0,1054,1,1,1,6,0,2,460,180,0,151000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
0,24682,6,0,0,841,841,892,783,1675,0,2,1,7,1,2,502,0,103,181000,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
80,9600,5,0,504,546,1050,1050,0,1050,0,1,0,5,0,1,338,0,0,128900,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
0,11250,4,0,0,1104,1104,1104,684,1788,1,1,0,8,2,1,304,120,0,161500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
60,13515,6,0,0,764,764,1060,764,1824,0,1,0,8,1,2,520,0,0,180500,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
34,4060,6,0,266,1139,1405,1337,0,1337,1,2,0,5,0,2,511,144,68,181000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
35,3735,7,218,450,241,691,713,739,1452,1,2,1,6,0,2,506,0,34,183900,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
60,10120,7,0,0,925,925,964,925,1889,0,1,1,9,1,1,308,0,0,122000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
89,13214,9,0,0,2002,2002,2018,0,2018,0,2,0,10,1,3,746,144,76,378500,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
0,14100,8,632,192,536,728,1968,1479,3447,0,3,1,11,2,3,1014,314,12,381000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0
78,11344,5,180,460,414,874,874,650,1524,0,1,1,7,0,1,315,0,0,144000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
0,23595,7,0,1258,74,1332,1332,192,1524,2,0,1,4,1,2,586,268,0,260000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
0,9156,6,0,0,1489,1489,1489,0,1489,0,2,0,7,1,2,462,0,0,185750,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,13526,5,114,560,0,935,935,0,935,1,1,0,5,0,1,288,180,0,137000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
124,11512,6,84,719,300,1019,1357,0,1357,1,1,0,5,1,1,312,0,0,177000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
53,5362,5,0,0,661,661,661,589,1250,0,2,0,8,1,2,552,242,0,139000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
95,11345,5,567,220,708,928,928,992,1920,0,2,0,10,0,2,400,0,0,137000,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
0,12936,6,0,593,130,723,735,660,1395,0,1,1,6,1,2,497,294,116,162000,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
